Rk.,,Pitcher,,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak (In.),,HBreak (In.),
,,Nick Pivetta,,Isiah Kiner-Falefa,,,,,,,,,,,,
195,,,,,137,33,29,4,Swinging Strike,4-Seam Fastball,96.4,2331,10,↓,6,→
,,Nick Pivetta,,Isiah Kiner-Falefa,,,,,,,,,,,,
196,,,,,136,32,29,4,Called Strike,4-Seam Fastball,96.2,2419,8,↓,4,→
,,Nick Pivetta,,Isiah Kiner-Falefa,,,,,,,,,,,,
197,,,,,135,31,28,4,Swinging Strike,4-Seam Fastball,96.1,2423,9,↓,7,→
,,Nick Pivetta,,Jake Bauers,,,,,,,,,,,,
198,,,,,134,30,28,4,Ball In Dirt,Curveball,81.2,2865,59,↓,5,←
,,Nick Pivetta,,Jake Bauers,,,,,,,,,,,,
199,,,,,133,29,28,4,Foul,4-Seam Fastball,96.6,2483,9,↓,5,→
,,Nick Pivetta,,Jake Bauers,,,,,,,,,,,,
200,,,,,132,28,28,4,Foul,4-Seam Fastball,95.9,2384,11,↓,5,→
,,Nick Pivetta,,Jake Bauers,,,,,,,,,,,,
201,,,,,131,27,27,4,"In play, no out",Cutter,88.5,2452,31,↓,7,←
,,Nick Pivetta,,Gleyber Torres,,,,,,,,,,,,
202,,,,,130,26,27,4,Foul Tip,Curveball,79.2,3005,61,↓,8,←
,,Nick Pivetta,,Gleyber Torres,,,,,,,,,,,,
203,,,,,129,65,26,4,Swinging Strike,Knuckle Curve,83.5,2905,46,↓,18,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
204,,,,,127,64,26,4,Foul,Cutter,90.7,2715,28,↓,2,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
205,,,,,126,63,26,4,Foul,Sinker,93,2646,24,↓,11,→
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
206,,,,,125,62,25,4,Called Strike,Sinker,92,2573,24,↓,9,→
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
207,,,,,124,61,25,4,Foul,Knuckle Curve,84,2907,46,↓,14,←
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
208,,,,,123,60,25,4,Ball,Cutter,91.4,2667,25,↓,5,←
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
209,,,,,122,59,25,4,Foul,Sinker,92.2,2551,27,↓,5,→
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
210,,,,,121,58,25,4,Ball,Knuckle Curve,84.2,2916,46,↓,15,←
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
211,,,,,120,57,25,4,Foul,Sinker,93.2,2613,24,↓,10,→
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
212,,,,,119,56,24,4,Swinging Strike,Knuckle Curve,85,2953,41,↓,16,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
213,,,,,118,55,24,4,Called Strike,Knuckle Curve,82.6,2943,45,↓,18,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
214,,,,,117,54,24,4,Ball,Sinker,91.7,2599,25,↓,4,→
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
215,,,,,116,53,24,4,Called Strike,Knuckle Curve,82.8,2916,43,↓,17,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
216,,,,,115,52,24,4,Ball,Sweeper,85.1,2889,33,↓,8,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
217,,,,,114,25,23,3,"In play, out(s)",Cutter,88.6,2482,31,↓,5,←
,,Nick Pivetta,,Aaron Judge,,,,,,,,,,,,
218,,,,,113,24,23,3,Ball,4-Seam Fastball,96.4,2505,8,↓,0,
,,Nick Pivetta,,Aaron Judge,,,,,,,,,,,,
219,,,,,112,23,23,3,Ball,Sweeper,83.7,2586,37,↓,18,←
,,Nick Pivetta,,Aaron Judge,,,,,,,,,,,,
220,,,,,111,22,23,3,Called Strike,4-Seam Fastball,95.9,2306,10,↓,3,→
,,Nick Pivetta,,Aaron Judge,,,,,,,,,,,,
221,,,,,110,21,23,3,Ball,Sweeper,84.6,2621,37,↓,17,←
,,Nick Pivetta,,Aaron Judge,,,,,,,,,,,,
222,,,,,109,20,22,3,"In play, out(s)",Cutter,87.7,2340,32,↓,4,←
,,Nick Pivetta,,DJ LeMahieu,,,,,,,,,,,,
223,,,,,108,19,21,3,"In play, run(s)",4-Seam Fastball,94.8,2376,10,↓,1,→
,,Nick Pivetta,,Kyle Higashioka,,,,,,,,,,,,
224,,,,,107,18,21,3,Ball,Cutter,89.3,2510,30,↓,7,←
,,Nick Pivetta,,Kyle Higashioka,,,,,,,,,,,,
225,,,,,106,17,21,3,Swinging Strike,Curveball,79.8,2946,62,↓,8,←
,,Nick Pivetta,,Kyle Higashioka,,,,,,,,,,,,
226,,,,,105,16,21,3,Called Strike,Cutter,88.5,2461,30,↓,10,←
,,Nick Pivetta,,Kyle Higashioka,,,,,,,,,,,,
227,,,,,104,15,20,3,"In play, out(s)",4-Seam Fastball,95.1,2259,11,↓,0,
,,Nick Pivetta,,Anthony Volpe,,,,,,,,,,,,
228,,,,,103,14,20,3,Ball,Slider,86.2,2583,28,↓,10,←
,,Nick Pivetta,,Anthony Volpe,,,,,,,,,,,,
229,,,,,102,13,20,3,Ball,Cutter,85.4,2565,34,↓,9,←
,,Nick Pivetta,,Anthony Volpe,,,,,,,,,,,,
230,,,,,100,12,20,3,Foul,4-Seam Fastball,95.5,2438,10,↓,5,→
,,Nick Pivetta,,Anthony Volpe,,,,,,,,,,,,
231,,,,,99,11,20,3,Foul,4-Seam Fastball,95,2447,10,↓,4,→
,,Nick Pivetta,,Anthony Volpe,,,,,,,,,,,,
232,,,,,98,51,19,3,"In play, out(s)",Cutter,91.1,2769,27,↓,2,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
233,,,,,97,50,19,3,Called Strike,Sinker,93.7,2615,25,↓,9,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
234,,,,,95,49,18,3,"In play, no out",Sinker,92,2613,23,↓,9,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
235,,,,,94,48,18,3,Foul,Sweeper,86.3,2944,32,↓,7,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
236,,,,,93,47,18,3,Foul,Sweeper,86.2,2834,31,↓,4,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
237,,,,,92,46,18,3,Foul,Cutter,90.1,2591,23,↓,5,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
238,,,,,91,45,18,3,Ball,Knuckle Curve,82.9,2837,46,↓,15,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
239,,,,,90,44,18,3,Ball,Sinker,92.9,2553,26,↓,12,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
240,,,,,89,43,18,3,Foul,Knuckle Curve,84.2,2858,47,↓,15,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
241,,,,,88,42,18,3,Ball,Sinker,93.1,2701,25,↓,7,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
242,,,,,86,41,18,3,Foul,Sinker,92.6,2525,26,↓,8,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
243,,,,,85,40,18,3,Called Strike,Cutter,91.6,2728,28,↓,2,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
244,,,,,84,39,17,3,"In play, out(s)",Cutter,92.1,2647,21,↓,4,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
245,,,,,83,38,17,3,Called Strike,Knuckle Curve,82,2858,49,↓,17,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
246,,,,,82,37,17,3,Foul,Cutter,91.7,2496,22,↓,1,→
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
247,,,,,81,36,17,3,Ball,Sweeper,84.4,2854,33,↓,9,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
248,,,,,80,35,17,3,Ball,Cutter,90.9,2631,25,↓,6,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
249,,,,,79,34,16,3,"In play, out(s)",Knuckle Curve,81.8,2782,50,↓,16,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
250,,,,,78,33,16,3,Ball,Knuckle Curve,84.2,2960,51,↓,14,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
251,,,,,77,32,16,3,Swinging Strike,Sinker,93.5,2500,25,↓,7,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
252,,,,,75,31,16,3,Foul Bunt,Sinker,92.8,2467,24,↓,8,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
253,,,,,74,10,15,2,Called Strike,4-Seam Fastball,96.2,2437,10,↓,4,→
,,Nick Pivetta,,Billy McKinney,,,,,,,,,,,,
254,,,,,72,9,15,2,Called Strike,Cutter,90.2,2301,29,↓,6,←
,,Nick Pivetta,,Billy McKinney,,,,,,,,,,,,
255,,,,,71,8,15,2,Called Strike,4-Seam Fastball,95.8,2357,9,↓,5,→
,,Nick Pivetta,,Billy McKinney,,,,,,,,,,,,
256,,,,,70,7,14,2,Swinging Strike,Sweeper,84.5,2622,37,↓,15,←
,,Nick Pivetta,,Harrison Bader,,,,,,,,,,,,
257,,,,,69,6,14,2,Foul,4-Seam Fastball,95.9,2496,10,↓,5,→
,,Nick Pivetta,,Harrison Bader,,,,,,,,,,,,
258,,,,,68,5,14,2,Ball,4-Seam Fastball,95.9,2422,9,↓,5,→
,,Nick Pivetta,,Harrison Bader,,,,,,,,,,,,
259,,,,,67,4,14,2,Foul,4-Seam Fastball,96.5,2449,10,↓,5,→
,,Nick Pivetta,,Harrison Bader,,,,,,,,,,,,
260,,,,,66,3,14,2,Called Strike,4-Seam Fastball,95.3,2412,9,↓,6,→
,,Nick Pivetta,,Harrison Bader,,,,,,,,,,,,
261,,,,,65,2,14,2,Called Strike,4-Seam Fastball,95.6,2406,9,↓,5,→
,,Nick Pivetta,,Harrison Bader,,,,,,,,,,,,
262,,,,,64,1,13,2,"In play, out(s)",4-Seam Fastball,94.9,2285,12,↓,4,→
,,Nick Pivetta,,Isiah Kiner-Falefa,,,,,,,,,,,,
263,,,,,62,30,12,2,"In play, out(s)",Sinker,92.6,2564,27,↓,12,→
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
264,,,,,61,29,12,2,Called Strike,Knuckle Curve,83.4,3035,49,↓,16,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
265,,,,,59,28,12,2,Ball,Sweeper,84.2,2637,33,↓,1,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
266,,,,,58,27,11,2,Swinging Strike,Knuckle Curve,84.3,2985,48,↓,16,←
,,Clarke Schmidt,,Trevor Story,,,,,,,,,,,,
267,,,,,57,26,11,2,Foul,Sinker,93.6,2525,29,↓,9,→
,,Clarke Schmidt,,Trevor Story,,,,,,,,,,,,
268,,,,,55,25,11,2,Called Strike,Sinker,91.7,2604,23,↓,7,→
,,Clarke Schmidt,,Trevor Story,,,,,,,,,,,,
269,,,,,54,24,10,2,Ball,Sweeper,85.6,2802,32,↓,10,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
270,,,,,53,23,10,2,Ball,Sweeper,85.4,2839,36,↓,6,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
271,,,,,52,22,10,2,Ball,Cutter,91.1,2555,24,↓,3,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
272,,,,,51,21,10,2,Called Strike,Sweeper,85.8,2850,35,↓,10,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
273,,,,,50,20,10,2,Ball,Sinker,92.6,2420,27,↓,7,→
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
274,,,,,49,19,9,2,"In play, out(s)",Cutter,91.2,2655,26,↓,3,←
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
275,,,,,48,18,9,2,Ball,Cutter,91.9,2680,23,↓,2,←
,,Clarke Schmidt,,Adam Duvall,,,,,,,,,,,,
276,,,,,47,21,8,1,Swinging Strike,Cutter,87.3,2201,38,↓,5,←
,,Josh Winckowski,,Jake Bauers,,,,,,,,,,,,
277,,,,,45,20,8,1,Called Strike,Cutter,86.8,2251,39,↓,4,←
,,Josh Winckowski,,Jake Bauers,,,,,,,,,,,,
278,,,,,44,19,8,1,Ball,Changeup,95.3,1975,23,↓,16,→
,,Josh Winckowski,,Jake Bauers,,,,,,,,,,,,
279,,,,,43,18,8,1,Ball,Cutter,87.5,2220,41,↓,5,←
,,Josh Winckowski,,Jake Bauers,,,,,,,,,,,,
280,,,,,42,17,8,1,Foul,Slider,83.9,2118,46,↓,5,←
,,Josh Winckowski,,Jake Bauers,,,,,,,,,,,,
281,,,,,41,16,8,1,Ball,Sinker,96.9,2094,18,↓,15,→
,,Josh Winckowski,,Jake Bauers,,,,,,,,,,,,
282,,,,,40,15,7,1,Swinging Strike,Cutter,87.8,2161,33,↓,2,←
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
283,,,,,39,14,7,1,Ball,Cutter,87.1,2200,33,↓,6,←
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
284,,,,,38,13,7,1,Foul,Sinker,96.1,1896,21,↓,13,→
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
285,,,,,37,12,7,1,Foul,Sinker,96.9,1965,18,↓,14,→
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
286,,,,,36,11,7,1,Ball,Sinker,96.8,2000,18,↓,15,→
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
287,,,,,35,10,7,1,Swinging Strike,Cutter,87.3,2266,36,↓,3,←
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
288,,,,,34,9,6,1,Ball,Sinker,97.6,1936,19,↓,13,→
,,Josh Winckowski,,Aaron Judge,,,,,,,,,,,,
289,,,,,33,8,6,1,Ball,Slider,84.3,2080,38,↓,6,←
,,Josh Winckowski,,Aaron Judge,,,,,,,,,,,,
290,,,,,32,7,6,1,Ball,Sinker,97.3,2142,19,↓,13,→
,,Josh Winckowski,,Aaron Judge,,,,,,,,,,,,
291,,,,,31,6,6,1,Ball,Slider,82,2385,42,↓,12,←
,,Josh Winckowski,,Aaron Judge,,,,,,,,,,,,
292,,,,,30,5,5,1,"In play, out(s)",Sinker,97.5,1955,20,↓,15,→
,,Josh Winckowski,,DJ LeMahieu,,,,,,,,,,,,
293,,,,,28,4,5,1,Swinging Strike,Sinker,96.7,1944,20,↓,12,→
,,Josh Winckowski,,DJ LeMahieu,,,,,,,,,,,,
294,,,,,27,3,5,1,Ball,Slider,81.8,2147,41,↓,12,←
,,Josh Winckowski,,DJ LeMahieu,,,,,,,,,,,,
295,,,,,26,2,5,1,Called Strike,Sinker,97.9,2137,18,↓,13,→
,,Josh Winckowski,,DJ LeMahieu,,,,,,,,,,,,
296,,,,,25,1,5,1,Ball,Sinker,97.9,2024,19,↓,13,→
,,Josh Winckowski,,DJ LeMahieu,,,,,,,,,,,,
297,,,,,24,17,4,1,Called Strike,Knuckle Curve,84.3,2983,46,↓,18,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
298,,,,,22,16,4,1,Swinging Strike,Sweeper,86.8,2798,29,↓,4,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
299,,,,,21,15,4,1,Called Strike,Sinker,93.7,2582,27,↓,10,→
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
300,,,,,20,14,3,1,Swinging Strike,Knuckle Curve,84,2941,48,↓,14,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
301,,,,,19,13,3,1,Ball,Cutter,91.8,2654,23,↓,0,
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
302,,,,,17,12,3,1,Foul,Sinker,93.4,2556,21,↓,5,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
303,,,,,16,11,3,1,Ball,Sinker,93.4,2533,20,↓,3,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
304,,,,,15,10,3,1,Called Strike,Cutter,92.5,2742,24,↓,3,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
305,,,,,14,9,2,1,"In play, run(s)",Knuckle Curve,84.5,2795,48,↓,13,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
306,,,,,13,8,2,1,Foul,Knuckle Curve,84.5,2901,46,↓,18,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
307,,,,,12,7,2,1,Ball,Sinker,93.8,2592,26,↓,10,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
308,,,,,10,6,2,1,Ball,Cutter,91.9,2735,25,↓,3,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
309,,,,,9,5,2,1,Foul,Knuckle Curve,84,2957,45,↓,16,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
310,,,,,8,4,2,1,Foul,Sinker,93.9,2539,26,↓,9,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
311,,,,,7,3,1,1,Swinging Strike,Knuckle Curve,84.7,3003,43,↓,18,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
312,,,,,5,2,1,1,Called Strike,Sinker,93.3,2617,25,↓,9,→
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
313,,,,,4,1,1,1,Swinging Strike,Sinker,94,2630,26,↓,7,→
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
1,,,,,331,22,73,9,"In play, out(s)",Sinker,97.1,2064,28,↓,11,→
,,Clay Holmes,,Alex Verdugo,,,,,,,,,,,,
2,,,,,330,21,72,9,Ball,Sinker,96.6,2054,29,↓,13,→
,,Clay Holmes,,Reese McGuire,,,,,,,,,,,,
3,,,,,329,20,72,9,Ball,Slider,89.2,2456,38,↓,1,←
,,Clay Holmes,,Reese McGuire,,,,,,,,,,,,
4,,,,,327,19,72,9,Called Strike,Sinker,96.8,2079,28,↓,12,→
,,Clay Holmes,,Reese McGuire,,,,,,,,,,,,
5,,,,,325,18,72,9,Ball,Sinker,97.1,2012,22,↓,13,→
,,Clay Holmes,,Reese McGuire,,,,,,,,,,,,
6,,,,,324,17,72,9,Ball,Sinker,96.6,2009,30,↓,16,→
,,Clay Holmes,,Reese McGuire,,,,,,,,,,,,
7,,,,,322,16,71,9,Ball,Sinker,95.8,2029,28,↓,11,→
,,Clay Holmes,,Enmanuel Valdez,,,,,,,,,,,,
8,,,,,321,15,71,9,Ball,Slider,87.5,2473,38,↓,1,←
,,Clay Holmes,,Enmanuel Valdez,,,,,,,,,,,,
9,,,,,320,14,71,9,Called Strike,Sinker,93.4,2005,31,↓,12,→
,,Clay Holmes,,Enmanuel Valdez,,,,,,,,,,,,
10,,,,,318,13,71,9,Ball,Sinker,95.8,2016,27,↓,9,→
,,Clay Holmes,,Enmanuel Valdez,,,,,,,,,,,,
11,,,,,317,12,71,9,Ball,Sinker,95.3,1988,23,↓,15,→
,,Clay Holmes,,Enmanuel Valdez,,,,,,,,,,,,
12,,,,,316,11,70,9,Ball,Slider,87,2379,37,↓,1,←
,,Clay Holmes,,Ceddanne Rafaela,,,,,,,,,,,,
13,,,,,315,10,70,9,Ball,Sweeper,83.1,2606,47,↓,15,←
,,Clay Holmes,,Ceddanne Rafaela,,,,,,,,,,,,
14,,,,,314,9,70,9,Foul,Sinker,94.1,2068,27,↓,17,→
,,Clay Holmes,,Ceddanne Rafaela,,,,,,,,,,,,
15,,,,,313,8,70,9,Ball,Sinker,95.5,2134,27,↓,17,→
,,Clay Holmes,,Ceddanne Rafaela,,,,,,,,,,,,
16,,,,,312,7,70,9,Swinging Strike,Slider,87.2,2434,36,↓,2,←
,,Clay Holmes,,Ceddanne Rafaela,,,,,,,,,,,,
17,,,,,311,6,70,9,Ball,Sinker,94.3,2089,24,↓,15,→
,,Clay Holmes,,Ceddanne Rafaela,,,,,,,,,,,,
18,,,,,310,5,69,9,"In play, out(s)",Sinker,94.8,2096,28,↓,13,→
,,Clay Holmes,,Wilyer Abreu,,,,,,,,,,,,
19,,,,,309,4,69,9,Ball,Sinker,94.3,2104,33,↓,17,→
,,Clay Holmes,,Wilyer Abreu,,,,,,,,,,,,
20,,,,,308,3,69,9,Ball,Sinker,95.2,2107,26,↓,12,→
,,Clay Holmes,,Wilyer Abreu,,,,,,,,,,,,
21,,,,,307,2,69,9,Ball,Sinker,96.9,2155,29,↓,12,→
,,Clay Holmes,,Wilyer Abreu,,,,,,,,,,,,
22,,,,,306,1,69,9,Called Strike,Sinker,94.8,2096,28,↓,18,→
,,Clay Holmes,,Wilyer Abreu,,,,,,,,,,,,
23,,,,,304,34,68,9,Swinging Strike,4-Seam Fastball,92.6,2265,20,↓,10,→
,,John Schreiber,,Kyle Higashioka,,,,,,,,,,,,
24,,,,,303,33,68,9,Called Strike,4-Seam Fastball,92.7,2176,21,↓,11,→
,,John Schreiber,,Kyle Higashioka,,,,,,,,,,,,
25,,,,,302,32,68,9,Ball,Slider,78.9,2603,38,↓,14,←
,,John Schreiber,,Kyle Higashioka,,,,,,,,,,,,
26,,,,,301,31,68,9,Ball,Changeup,86.7,1670,40,↓,17,→
,,John Schreiber,,Kyle Higashioka,,,,,,,,,,,,
27,,,,,300,30,68,9,Ball,Slider,80,2685,40,↓,17,←
,,John Schreiber,,Kyle Higashioka,,,,,,,,,,,,
28,,,,,299,29,68,9,Called Strike,Slider,79.7,2687,39,↓,15,←
,,John Schreiber,,Kyle Higashioka,,,,,,,,,,,,
29,,,,,297,28,67,9,Swinging Strike,4-Seam Fastball,92.5,2197,21,↓,7,→
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
30,,,,,296,27,67,9,Foul,Sinker,92.2,2200,32,↓,13,→
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
31,,,,,295,26,67,9,Foul,Slider,79.9,2567,40,↓,15,←
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
32,,,,,294,25,67,9,Ball,4-Seam Fastball,94.7,2225,23,↓,9,→
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
33,,,,,292,24,67,9,Foul,Slider,79.8,2582,39,↓,18,←
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
34,,,,,291,23,67,9,Ball,4-Seam Fastball,92.9,2213,23,↓,8,→
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
35,,,,,290,22,67,9,Ball,Changeup,86.8,1632,40,↓,14,→
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
36,,,,,289,21,67,9,Foul,Slider,80.6,2501,37,↓,15,←
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
37,,,,,288,20,67,9,Foul,Sinker,92.5,2189,31,↓,15,→
,,John Schreiber,,Everson Pereira,,,,,,,,,,,,
38,,,,,287,19,66,9,Swinging Strike,4-Seam Fastball,93.6,2167,23,↓,13,→
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
39,,,,,286,18,66,9,Swinging Strike,Changeup,87.6,1701,41,↓,14,→
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
40,,,,,285,17,66,9,Foul,Sinker,92.3,2199,32,↓,12,→
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
41,,,,,284,16,66,9,Ball,Slider,79.7,2481,39,↓,15,←
,,John Schreiber,,Estevan Florial,,,,,,,,,,,,
42,,,,,283,12,65,8,Called Strike,Slider,86.6,2160,34,↓,3,→
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
43,,,,,282,11,65,8,Foul,Changeup,88.1,2122,34,↓,16,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
44,,,,,281,10,65,8,Foul,Sinker,94.5,2007,26,↓,17,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
45,,,,,279,9,65,8,Ball In Dirt,Slider,88.4,2263,28,↓,0,
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
46,,,,,278,8,64,8,"In play, no out",Sinker,95.8,2171,23,↓,16,←
,,Wandy Peralta,,Triston Casas,,,,,,,,,,,,
47,,,,,276,7,64,8,Swinging Strike,Changeup,88,2187,32,↓,18,←
,,Wandy Peralta,,Triston Casas,,,,,,,,,,,,
48,,,,,275,6,64,8,Ball,Sinker,95.4,2208,20,↓,18,←
,,Wandy Peralta,,Triston Casas,,,,,,,,,,,,
49,,,,,274,5,64,8,Ball,Sinker,95.4,2244,21,↓,18,←
,,Wandy Peralta,,Triston Casas,,,,,,,,,,,,
50,,,,,273,4,63,8,Swinging Strike,Changeup,85.1,2119,33,↓,20,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
51,,,,,272,3,63,8,Swinging Strike,Sinker,95.5,2191,19,↓,18,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
52,,,,,271,2,63,8,Called Strike,Sinker,93.6,2159,19,↓,18,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
53,,,,,270,1,62,8,"In play, out(s)",Sinker,95.4,2212,22,↓,17,←
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
54,,,,,268,15,61,8,"In play, out(s)",Slider,80.1,2543,39,↓,15,←
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
55,,,,,267,14,61,8,Foul,Slider,80.1,2696,40,↓,16,←
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
56,,,,,266,13,61,8,Foul,4-Seam Fastball,92.6,2248,21,↓,6,→
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
57,,,,,264,12,61,8,Foul,Slider,79,2558,37,↓,14,←
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
58,,,,,263,11,61,8,Foul,Sinker,92.9,2189,30,↓,15,→
,,John Schreiber,,Isiah Kiner-Falefa,,,,,,,,,,,,
59,,,,,262,10,60,8,Ball,Sinker,92.3,2188,32,↓,15,→
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
60,,,,,261,9,60,8,Ball,Slider,79.6,2534,41,↓,15,←
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
61,,,,,260,8,60,8,Ball,4-Seam Fastball,91.9,2189,22,↓,7,→
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
62,,,,,259,7,60,8,Swinging Strike,4-Seam Fastball,93.5,2249,22,↓,8,→
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
63,,,,,258,6,60,8,Ball,Slider,80.2,2660,38,↓,11,←
,,John Schreiber,,Anthony Volpe,,,,,,,,,,,,
64,,,,,257,5,59,8,"In play, out(s)",Slider,80.8,2673,38,↓,13,←
,,John Schreiber,,Giancarlo Stanton,,,,,,,,,,,,
65,,,,,256,4,59,8,Foul,Sinker,92.4,2224,31,↓,14,→
,,John Schreiber,,Giancarlo Stanton,,,,,,,,,,,,
66,,,,,255,3,59,8,Called Strike,4-Seam Fastball,93.3,2255,23,↓,9,→
,,John Schreiber,,Giancarlo Stanton,,,,,,,,,,,,
67,,,,,254,2,59,8,Ball,Slider,79.2,2559,38,↓,15,←
,,John Schreiber,,Giancarlo Stanton,,,,,,,,,,,,
68,,,,,253,1,58,8,"In play, out(s)",4-Seam Fastball,93.5,2119,23,↓,13,→
